"clean_addr","coun_dist","shape_area","shape_leng","type","type_clean","mobile","HIV","kosher","halal","program","address","boro","zip_code","days","snap_activity","coords","bbl","lon","lat","multiple","number","clean_prgm","type1","type_clean1","program1","mobile1","HIV1","kosher1","halal1","snap_activity1","type2","type_clean2","program2","mobile2","HIV2","kosher2","halal2","snap_activity2","type3","type_clean3","program3","mobile3","HIV3","kosher3","halal3","snap_activity3","types"
"625 LENOX AVE",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","WEST HARLEM GROUP ASSISTANCE","625 LENOX AVE","MANHATTAN",10037,"WED/W(SEE FILE)/THUR","SNAP outreach services provided by on site staff","-73.938257,40.818261",1020100030,-73.938257,40.818261,"Food Pantry",1,"WEST HARLEM GROUP ASSISTANCE","FP","Food Pantry","WEST HARLEM GROUP ASSISTANCE","No","No","No","No","SNAP outreach services provided by on site staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"627 REMSEN AVE",42,200830591.527,228408.992685,"FP","Food Pantry","No","No","No","No","CHURCH OF GOD (BK)","627-29 REMSEN AVE","BROOKLYN",11236,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.918365,40.651702",3047110012,-73.918365,40.651702,"Food Pantry",1,"CHURCH OF GOD (BK)","FP","Food Pantry","CHURCH OF GOD (BK)","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"6324 7TH AVENUE",38,138380504.41,149196.654145,"FP","Food Pantry","No","No","No","No","HOLDING HANDS MINISTRIES","6324 7TH AVENUE","BROOKLYN",11220,"SAT","HRA provides SNAP outreach materials for distribution and posting","-74.014097,40.634934",3058020057,-74.014097,40.634934,"Food Pantry",1,"HOLDING HANDS MINISTRIES","FP","Food Pantry","HOLDING HANDS MINISTRIES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"65 WEST 138TH STREET",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","ST. MARK THE EVANGELIST CHURCH","65 WEST 138TH STREET","MANHATTAN",10037,"SAT(1,2,3,4)","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.938684,40.815875",1017360007,-73.938684,40.815875,"Food Pantry",1,"ST. MARK THE EVANGELIST CHURCH","FP","Food Pantry","ST. MARK THE EVANGELIST CHURCH","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"650 WASHINGTON AVENUE",35,81510738.8638,57126.6362875,"SK","Soup Kitchen","No","No","No","No","HOPE CITY EMPOWERMENT CENTER","650-656 WASHINGTON AVENUE","BROOKLYN",11238,"TUE,THU,F/SAT","HRA provides SNAP outreach materials for distribution and posting.","-73.964254,40.678868",3011390023,-73.964254,40.678868,"Soup Kitchen",1,"HOPE CITY EMPOWERMENT CENTER","SK","Soup Kitchen","HOPE CITY EMPOWERMENT CENTER","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"6581 HYLAN BOULEVARD",51,655648717.432,195521.334273,"FP","Food Pantry","No","No","No","No","ST. EDWARD FOOD PANTRY","6581 HYLAN BOULEVARD","STATEN ISLAND",10309,"MON,WED,SAT","HRA provides SNAP outreach materials for distribution and posting","-74.222414,40.512036",5076640001,-74.222414,40.512036,"Food Pantry",1,"ST. EDWARD FOOD PANTRY","FP","Food Pantry","ST. EDWARD FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"66 ESSEX STREET",1,78825850.2485,112647.224266,"FP","Food Pantry","No","No","No","No","VISION URBANA","66 ESSEX STREET","MANHATTAN",10002,"MON","HRA provides SNAP outreach materials for distribution and posting","-73.98828,40.717364",1003510001,-73.98828,40.717364,"Food Pantry",1,"VISION URBANA","FP","Food Pantry","VISION URBANA","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"661 LINDEN BOULEVARD",41,78156814.9694,57718.3766762,"FP","Food Pantry","No","No","No","No","GOD'S BATTALION OF PRAYER CHURCH","661 LINDEN BOULEVARD","BROOKLYN",11203,"TUE,THUR","On site SNAP prescreening services/ refers applicants to FBNYC TEN site for application assistance (vendor contracted by HRA)","-73.933919,40.65389",3048670025,-73.933919,40.65389,"Food Pantry",1,"GOD'S BATTALION OF PRAYER CHURCH","FP","Food Pantry","GOD'S BATTALION OF PRAYER CHURCH","No","No","No","No","On site SNAP prescreening services/ refers applicants to FBNYC TEN site for application assistance (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"665 WILLOUGHBY AVENUE",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","BLACK VETERAN'S FOR SOCIAL JUSTICE","665 WILLOUGHBY AVENUE","BROOKLYN",11206,"FRI (2ND,4TH)","HRA provides SNAP outreach materials for distribution and posting","-73.942602,40.694898",3017610066,-73.942602,40.694898,"Food Pantry",1,"BLACK VETERAN'S FOR SOCIAL JUSTICE","FP","Food Pantry","BLACK VETERAN'S FOR SOCIAL JUSTICE","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"67-09 108TH STREET",29,120090350.741,57718.2862943,"FPK","Food Pantry","No","No","Yes","No","ESTHER GRUNBLATT-CENRAL QUEENS Y","67-09 108TH STREET","QUEENS",11375,"M,TUE,THU/W","SNAP outreach services provided by on site staff","-73.847085,40.728711",4021760001,-73.847085,40.728711,"Food Pantry",1,"ESTHER GRUNBLATT-CENRAL QUEENS Y","FPK","Food Pantry","ESTHER GRUNBLATT-CENRAL QUEENS Y","No","No","Yes","No","SNAP outreach services provided by on site staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"67-09 KISSENA BLVD",24,185571983.632,62160.8446181,"FP","Food Pantry","No","No","No","No","POMONOK FOOD PANTRY","67-09 KISSENA BLVD","QUEENS",11367,"THUR","SNAP outreach services provided by on site staff","-73.814119,40.735113",4067920030,-73.814119,40.735113,"Food Pantry",1,"POMONOK FOOD PANTRY","FP","Food Pantry","POMONOK FOOD PANTRY","No","No","No","No","SNAP outreach services provided by on site staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"680 MOTHER GASTON BLVD.",42,200830591.527,228408.992685,"FP","Food Pantry","No","No","No","No","OUR LADY OF MERCY CHURCH","680 MOTHER GASTON BLVD.","BROOKLYN",11212,"MON,FRI","HRA provides SNAP outreach materials and applications  for distribution and posting","-73.905214,40.662007",3035930035,-73.905214,40.662007,"Food Pantry",1,"OUR LADY OF MERCY CHURCH","FP","Food Pantry","OUR LADY OF MERCY CHURCH","No","No","No","No","HRA provides SNAP outreach materials and applications  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"69 MCDONOUGH STREET",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","STUYVESANT HEIGHTS CHRISTIAN CHURCH","69 MCDONOUGH STREET","BROOKLYN",11216,"THUR(EVRY OTH)","HRA provides SNAP outreach materials for distribution and posting","-73.943851,40.681237",3018510039,-73.943851,40.681237,"Food Pantry",1,"STUYVESANT HEIGHTS CHRISTIAN CHURCH","FP","Food Pantry","STUYVESANT HEIGHTS CHRISTIAN CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"70-31 48TH AVE",30,253660861.07,96574.7947989,"FP","Food Pantry","No","No","No","No","BVM/ST. MARY'S CHURCH WINFIELD","70-31 48TH AVE (WOODSIDE)","QUEENS",11377,"THUR","HRA provides SNAP outreach materials for distribution and posting","-73.892859,40.738517",4024450001,-73.892859,40.738517,"Food Pantry",1,"BVM/ST. MARY'S CHURCH WINFIELD","FP","Food Pantry","BVM/ST. MARY'S CHURCH WINFIELD","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"709 EAST 228TH STREET",12,137915477.628,56956.3365405,"FP","Food Pantry","No","No","No","No","MOUNT PISGAH BAPTIST CHURCH","709 EAST 228TH STREET","BRONX",10466,"SAT(2,3)","New site, Coordinating future SNAP outreach services","-73.858897,40.890041",2048420038,-73.858897,40.890041,"Food Pantry",1,"MOUNT PISGAH BAPTIST CHURCH","FP","Food Pantry","MOUNT PISGAH BAPTIST CHURCH","No","No","No","No","New site, Coordinating future SNAP outreach services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"709 TIFFANY STREET",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","PRODIGAL CENTER","709 TIFFANY STREET","BRONX",10474,"TUE,THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.891427,40.814201",2027370130,-73.891427,40.814201,"Food Pantry",1,"PRODIGAL CENTER","FP","Food Pantry","PRODIGAL CENTER","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"71-02 CYPRESS HILLS STREET",30,253660861.07,96574.7947989,"FP","Food Pantry","No","No","No","No","THE LEGACY CENTER COMMUNITY DEVELOPMENT CORP","71-02 CYRPESS HILL STREET (GLENDALE)","QUEENS",11385,"FRI","HRA provides SNAP outreash materials for distribution and posting","-73.892335,40.701554",4036390001,-73.892335,40.701554,"Food Pantry",1,"THE LEGACY CENTER COMMUNITY DEVELOPMENT CORP","FP","Food Pantry","THE LEGACY CENTER COMMUNITY DEVELOPMENT CORP","No","No","No","No","HRA provides SNAP outreash materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"719 EAST 223RD STREET",12,137915477.628,56956.3365405,"SK","Soup Kitchen","No","No","No","No","SHILOH TEMPLE PENTECOSTAL CHURCH","719 EAST 223RD STREET","BRONX",10466,"THUR/SUN","HRA provides SNAP outreach materials  for distribution and posting","-73.860429,40.886323",2048370036,-73.860429,40.886323,"Multiple Programs",2,"SHILOH TEMPLE PENTECOSTAL CHURCH","SK","Soup Kitchen","SHILOH TEMPLE PENTECOSTAL CHURCH","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","FP","Food Pantry","SHILOH TEMPLE PENTECOSTAL CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"719 EAST 223RD STREET",12,137915477.628,56956.3365405,"FP","Food Pantry","No","No","No","No","SHILOH TEMPLE PENTECOSTAL CHURCH","719 EAST 223RD STREET","BRONX",10466,"TUE","HRA provides SNAP outreach materials for distribution and posting","-73.860429,40.886323",2048370036,-73.860429,40.886323,"Multiple Programs",2,"SHILOH TEMPLE PENTECOSTAL CHURCH","SK","Soup Kitchen","SHILOH TEMPLE PENTECOSTAL CHURCH","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting","FP","Food Pantry","SHILOH TEMPLE PENTECOSTAL CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen, Food Pantry"
"720 CASTLE HILL AVENUE",18,106383419.754,62147.9487384,"FP","Food Pantry","No","No","No","No","FELLOWSHIP CONVENT CHURCH","720 CASTLE HILL AVENUE","BRONX",10473,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.848291,40.821674",2036130032,-73.848291,40.821674,"Food Pantry",1,"FELLOWSHIP CONVENT CHURCH","FP","Food Pantry","FELLOWSHIP CONVENT CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"73 LENOX AVE",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","PROJECT CREATE - ANTHONY HOUSE","73 LENOX AVE","MANHATTAN",10026,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.951116,40.800671",1018230034,-73.951116,40.800671,"Food Pantry",1,"PROJECT CREATE - ANTHONY HOUSE","FP","Food Pantry","PROJECT CREATE - ANTHONY HOUSE","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"736 PARK AVENUE",36,76221712.333,42153.1812083,"FPM","Food Pantry","Yes","No","No","No","CITY HARVEST - BED-STUY MOBILE MARKET","736 PARK AVENUE","BROOKLYN",11206,"WED(3),SAT(1)","HRA provides SNAP outreach materials for distribution and posting","-73.945954,40.697553",3017400001,-73.945954,40.697553,"Food Pantry",1,"CITY HARVEST - BED-STUY MOBILE MARKET","FPM","Food Pantry Mobile","CITY HARVEST - BED-STUY MOBILE MARKET","Yes","No","No","Yes","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry Mobile"
"75 HILL STREET",49,329414913.13,178070.498322,"FPM","Food Pantry","Yes","No","No","No","CITY HARVEST - STAPLETON MOBILE MARKET","75 HILL STREET","STATEN ISLAND",10304,"TUE(1),SAT(3)","HRA provides SNAP outreach materials for distribution and posting","-74.080643,40.622275",5005450100,-74.080643,40.622275,"Food Pantry",1,"CITY HARVEST - STAPLETON MOBILE MARKET","FPM","Food Pantry Mobile","CITY HARVEST - STAPLETON MOBILE MARKET","Yes","No","No","Yes","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry Mobile"
"757 EAST 86TH STREET",46,278428132.763,254546.291005,"FP","Food Pantry","No","No","No","No","OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER","757 EAST 86TH STREET","BROOKLYN",11236,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.909135,40.638838",3080070012,-73.909135,40.638838,"Food Pantry",1,"OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER","FP","Food Pantry","OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"760 SOUNDVIEW AVE",18,106383419.754,62147.9487384,"FP","Food Pantry","No","No","No","No","SOUNDVIEW PRESBYTERIAN CHURCH","760 SOUNDVIEW AVE","BRONX",10473,"WED (EVRY OTH)","HRA provides SNAP outreach materials for distribution and posting","-73.865045,40.82087",2035960001,-73.865045,40.82087,"Food Pantry",1,"SOUNDVIEW PRESBYTERIAN CHURCH","FP","Food Pantry","SOUNDVIEW PRESBYTERIAN CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"7708 NEW UTRECHT AVE",43,146856751.79,85411.9852783,"FP","Food Pantry","No","No","No","No","REACHING-OUT COMMUNITY SERVICES INC.","7708 NEW UTRECHT AVE","BROOKLYN",11214,"MON-FRI","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff member. FBNYC TEN site.","-74.000715,40.614009",3062470030,-74.000715,40.614009,"Food Pantry",1,"REACHING-OUT COMMUNITY SERVICES INC.","FP","Food Pantry","REACHING-OUT COMMUNITY SERVICES INC.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff member. FBNYC TEN site.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"771 FAIRMOUNT PLACE",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","GETHSEMANE BAPTIST CHURCH","771 FAIRMOUNT PLACE","BRONX",10460,"THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.889476,40.84308",2029550001,-73.889476,40.84308,"Food Pantry",1,"GETHSEMANE BAPTIST CHURCH","FP","Food Pantry","GETHSEMANE BAPTIST CHURCH","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"777 EAST 222ND STREET",12,137915477.628,56956.3365405,"FP","Food Pantry","No","No","No","No","ST. LUKE'S SENIOR COMMUNITY PROGRAM","777 EAST 222ND STREET","BRONX",10467,"WED (1,3{A-M},2,4{N-Z})","HRA provides SNAP outreach materials for distribution and posting","-73.85901,40.8851",2048360007,-73.85901,40.8851,"Multiple Programs",2,"ST. LUKE'S SENIOR COMMUNITY PROGRAM","FP","Food Pantry","ST. LUKE'S SENIOR COMMUNITY PROGRAM","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","ST. LUKE'S SENIOR COMMUNITY PROGRAM","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"777 EAST 222ND STREET",12,137915477.628,56956.3365405,"SK","Soup Kitchen","No","No","No","No","ST. LUKE'S SENIOR COMMUNITY PROGRAM","777 EAST 222ND STREET","BRONX",10467,"MON-FRI","HRA provides SNAP outreach materials for distribution and posting","-73.85901,40.8851",2048360007,-73.85901,40.8851,"Multiple Programs",2,"ST. LUKE'S SENIOR COMMUNITY PROGRAM","FP","Food Pantry","ST. LUKE'S SENIOR COMMUNITY PROGRAM","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","ST. LUKE'S SENIOR COMMUNITY PROGRAM","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"781 EAST 93RD STREET",42,200830591.527,228408.992685,"FP","Food Pantry","No","No","No","No","REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL","781 EAST 93RD STREET","BROOKLYN",11236,"SAT","HRA provides SNAP outreach materials  for distribution and posting","-73.911838,40.649268",3081190047,-73.911838,40.649268,"Food Pantry",1,"REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL","FP","Food Pantry","REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL","No","No","No","No","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"784 EAST 46TH STREET",45,116765202.953,64761.7916128,"FP","Food Pantry","No","No","No","No","MOUNT CARMEL WORSHIP AND OUTREACH CENTER","784 EAST 46TH STREET","BROOKLYN",11203,"MON","HRA provides SNAP outreach for distribution and posting","-73.933405,40.64212",3049620041,-73.933405,40.64212,"Food Pantry",1,"MOUNT CARMEL WORSHIP AND OUTREACH CENTER","FP","Food Pantry","MOUNT CARMEL WORSHIP AND OUTREACH CENTER","No","No","No","No","HRA provides SNAP outreach for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"795 LEXINGTON AVE",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","ST. JOHN'S BREAD & LIFE FOOD PANTRY","795 LEXINGTON AVE","BROOKLYN",11221,"M-THU/FRI(SR.ONLY)","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","-73.928909,40.690443",3016220060,-73.928909,40.690443,"Multiple Programs",2,"ST. JOHN'S BREAD & LIFE PROGRAM","FP","Food Pantry","ST. JOHN'S BREAD & LIFE FOOD PANTRY","No","No","No","No","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","SK","Soup Kitchen","ST. JOHN'S BREAD & LIFE PROGRAM","No","No","No","No","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACESS NYC site (SINGLE STOP)",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"795 LEXINGTON AVE",36,76221712.333,42153.1812083,"SK","Soup Kitchen","No","No","No","No","ST. JOHN'S BREAD & LIFE PROGRAM","795 LEXINGTON AVE","BROOKLYN",11221,"MON-FRI","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACESS NYC site (SINGLE STOP)","-73.928909,40.690443",3016220060,-73.928909,40.690443,"Multiple Programs",2,"ST. JOHN'S BREAD & LIFE PROGRAM","FP","Food Pantry","ST. JOHN'S BREAD & LIFE FOOD PANTRY","No","No","No","No","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","SK","Soup Kitchen","ST. JOHN'S BREAD & LIFE PROGRAM","No","No","No","No","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACESS NYC site (SINGLE STOP)",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"8 EAST 109TH STREET",9,57262986.9594,47398.2418262,"FP","Food Pantry","No","No","No","No","NEW YORK COMMON PANTRY","8 EAST 109TH STREET","MANHATTAN",10029,"WED-SAT","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site","-73.949227,40.795787",1016140066,-73.949227,40.795787,"Multiple Programs",2,"NEW YORK COMMON PANTRY","FP","Food Pantry","NEW YORK COMMON PANTRY","No","No","No","No","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site","SK","Soup Kitchen","NEW YORK COMMON PANTRY","No","No","No","No","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"8 EAST 109TH STREET",9,57262986.9594,47398.2418262,"SK","Soup Kitchen","No","No","No","No","NEW YORK COMMON PANTRY","8 EAST 109TH STREET","MANHATTAN",10029,"M-W/THU&F/M,W,F","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site","-73.949227,40.795787",1016140066,-73.949227,40.795787,"Multiple Programs",2,"NEW YORK COMMON PANTRY","FP","Food Pantry","NEW YORK COMMON PANTRY","No","No","No","No","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site","SK","Soup Kitchen","NEW YORK COMMON PANTRY","No","No","No","No","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"80 UNION AVE",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","STATEN ISLAND SDA CHURCH","80 UNION AVE","STATEN ISLAND",10303,"SUN","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-74.158371,40.63476",5012250043,-74.158371,40.63476,"Food Pantry",1,"STATEN ISLAND SDA CHURCH","FP","Food Pantry","STATEN ISLAND SDA CHURCH","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"800 EAST 156TH STREET",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","GIVE THEM TO EAT","800 EAST 156TH STREET","BRONX",10455,"FRI","On site SNAP prescreening services/ refers applicants to FBNYC TEN site for application assistance (vendor contracted by HRA)","-73.904441,40.81745",2026650056,-73.904441,40.81745,"Food Pantry",1,"GIVE THEM TO EAT","FP","Food Pantry","GIVE THEM TO EAT","No","No","No","No","On site SNAP prescreening services/ refers applicants to FBNYC TEN site for application assistance (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"812 FAILE STREET",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","BRIGHT TEMPLE A.M.E. CHURCH/PROJECT F.I.L.L.","812 FAILE STREET","BRONX",10474,"FRI (1,3)","HRA provides SNAP outreach materials for distribution and posting","-73.886869,40.817236",2027620072,-73.886869,40.817236,"Food Pantry",1,"BRIGHT TEMPLE A.M.E. CHURCH/PROJECT F.I.L.L.","FP","Food Pantry","BRIGHT TEMPLE A.M.E. CHURCH/PROJECT F.I.L.L.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"824 EASTERN PARKWAY",35,81510738.8638,57126.6362875,"FPK","Food Pantry","No","No","Yes","No","NAT'L COMM. FOR FUTH. OF JEWISH ED.(UC)","824 EASTERN PARKWAY","BROOKLYN",11213,"FRI","On site SNAP prescreening services / refers applicants to  Crown Heights Community Council for application assistance/ HRA provides SNAP training and support services","-73.941032,40.668863",3012720020,-73.941032,40.668863,"Food Pantry",1,"NAT'L COMM. FOR FUTH. OF JEWISH ED.(UC)","FPK","Food Pantry","NAT'L COMM. FOR FUTH. OF JEWISH ED.(UC)","No","No","Yes","No","On site SNAP prescreening services / refers applicants to  Crown Heights Community Council for application assistance/ HRA provides SNAP training and support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"830 UNION AVENUE",17,135053206.029,120620.696712,"FP","Food Pantry","No","No","No","No","WORD OF LIFE CHRISTIAN FELLOWSHIP","830 UNION AVENUE","BRONX",10459,"THUR(SR)/ SAT","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach conducted by on site staff.  FBNYC TEN site.","-73.902843,40.819572",2026660066,-73.902843,40.819572,"Food Pantry",1,"WORD OF LIFE CHRISTIAN FELLOWSHIP","FP","Food Pantry","WORD OF LIFE CHRISTIAN FELLOWSHIP","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach conducted by on site staff.  FBNYC TEN site.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
