"type","type_clean","mobile","HIV","kosher","halal","program","address","clean_addr","boro","zip_code","days","snap_activity","coords","bbl","lat","lon"
"FP","Food Pantry","No","No","No","No","SALEM UNITED METHODIST CHURCH","2190 ADAM CLAYTON POWELL JR. BLVD","2190 ADAM CLAYTON POWELL JR. BLVD","MANHATTAN","10027","FRI","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.946577,40.811945","1019330032",40.811945,-73.946577
"SK","Soup Kitchen","No","No","No","No","SALEM UNITED METHODIST CHURCH","2190 ADAM CLAYTON POWELL JR BLVD","2190 ADAM CLAYTON POWELL JR BLVD","MANHATTAN","10027","WED","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.946577,40.811945","1019330032",40.811945,-73.946577
"FP","Food Pantry","No","No","No","No","SALT & SEA MISSION CHURCH INC.","2417-2419 STILLWELL AVE","2417 STILLWELL AVE","BROOKLYN","11223","TUE, THUR","SNAP outreach services are conducted by external organization.","-73.983426,40.588552","3071850072",40.588552,-73.983426
"FP","Food Pantry","No","No","No","No","SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM","404 LEFFERTS AVE","404 LEFFERTS AVE","BROOKLYN","11225","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.948089,40.662295","3013300034",40.662295,-73.948089
"FP","Food Pantry","No","No","No","No","SECOND CHANCE AGAPE WORSHIP CENTER","200-12 HOLLIS AVENUE","200-12 HOLLIS AVENUE","QUEENS","11412","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.757132,40.705944","4109400102",40.705944,-73.757132
"FP","Food Pantry","No","No","No","No","SECOND ST. PAUL CHURCH OF CHRIST, DISCIPLE OF CHRIST, INC","1048 SUTTER AVE","1048 SUTTER AVE","BROOKLYN","11208","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.879993,40.671457","3040530020",40.671457,-73.879993
"FPK","Food Pantry","No","No","Yes","No","SEPHARDIC BIKUR HOLIM FOOD PANTRY","425 KINGS HIGHWAY","425 KINGS HIGHWAY","BROOKLYN","11223","M,TU,W,TH/FRI/TU,TH","SNAP outreach conducted by organization","-73.97453,40.60471","3066550034",40.60471,-73.97453
"FP","Food Pantry","No","No","No","No","SHILOH SDA","449 EASTERN PARKWAY","449 EASTERN PARKWAY","BROOKLYN","11216","THUR","HRA provides SNAP outreash materials for distribution and posting","-73.953456,40.670523","3012600027",40.670523,-73.953456
"FP","Food Pantry","No","No","No","No","SHILOH TEMPLE PENTECOSTAL CHURCH","719 EAST 223RD STREET","719 EAST 223RD STREET","BRONX","10466","TUE","HRA provides SNAP outreach materials for distribution and posting","-73.860429,40.886323","2048370036",40.886323,-73.860429
"SK","Soup Kitchen","No","No","No","No","SHILOH TEMPLE PENTECOSTAL CHURCH","719 EAST 223RD STREET","719 EAST 223RD STREET","BRONX","10466","THUR/SUN","HRA provides SNAP outreach materials  for distribution and posting","-73.860429,40.886323","2048370036",40.886323,-73.860429
"FPK","Food Pantry","No","No","Yes","No","SHOREFRONT JEWISH COMMUNITY COUNCIL","3014 BRIGHTON 6TH STREET","3014 BRIGHTON 6TH STREET","BROOKLYN","11235","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.962338,40.579139","3086750078",40.579139,-73.962338
"FP","Food Pantry","No","No","No","No","SILOAM PRESBYTERIAN CHURCH FOOD PANTRY","260 JEFFERSON AVENUE","260 JEFFERSON AVENUE","BROOKLYN","11216","WED","HRA provides SNAP outreach materials for distribution and posting","-73.947187,40.683366","3018330038",40.683366,-73.947187
"FP","Food Pantry","No","No","No","No","SISTERS WITH PURPOSE INC","1540 VAN SICLEN AVE","1540 VAN SICLEN AVE","BROOKLYN","11239","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.877987,40.647509","3044520200",40.647509,-73.877987
"FP","Food Pantry","No","No","No","No","SKYLIGHT CENTER","307 ST. MARKS PLACE","307 ST. MARKS PLACE","STATEN ISLAND","10301","TUE","HRA provides SNAP outreach materials for distribution and posting. Organization refers clients to POS site (CHA-SI) for SNAP services.","-74.078137,40.64254","5000080016",40.64254,-74.078137
"FP","Food Pantry","No","No","No","No","SOC. SVDP @ ST. CATHERINE","520 LINDEN BOULEVARD","520 LINDEN BOULEVARD","BROOKLYN","11203","THUR(EVRY OTH)","HRA provides SNAP outreach materials for distribution and posting","-73.939739,40.652984","3048770005",40.652984,-73.939739
"FP","Food Pantry","No","No","No","No","SOLID ROCK BAPTIST CHURCH","120 TOMPKINS AVE","120 TOMPKINS AVE","BROOKLYN","11206","MON,THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.946621,40.695093","3017550046",40.695093,-73.946621
"FP","Food Pantry","No","No","No","No","SOLID ROCK SDA CHURCH","5205 ROCKAWAY BEACH BLVD","5205 ROCKAWAY BEACH BLVD","QUEENS","11691","WED","HRA provides SNAP outreach materials for distribution and posting","-73.782704,40.592695","4158910021",40.592695,-73.782704
"FP","Food Pantry","No","No","No","No","SOUNDVIEW PRESBYTERIAN CHURCH","760 SOUNDVIEW AVE","760 SOUNDVIEW AVE","BRONX","10473","WED (EVRY OTH)","HRA provides SNAP outreach materials for distribution and posting","-73.865045,40.82087","2035960001",40.82087,-73.865045
"FP","Food Pantry","No","No","No","No","SOUTH ASIAN COUNCIL FOR SOCIAL SERVICES","143-06 45TH AVENUE","143-06 45TH AVENUE","QUEENS","11355","FRI","HRA provides SNAP outreach materials for distribution and posting. FBNYC provides SNAP services via ACCESS NYC.","-73.818019,40.753843","4052030003",40.753843,-73.818019
"FP","Food Pantry","No","No","No","No","SOUTH BKLYN SDA CHURCH COMMUNITY SERVICE PROGRAM","42 PROSPECT PLACE","42 PROSPECT PLACE","BROOKLYN","11217","SUN(1,3)","HRA provides SNAP outreach materials for distribution and posting","-73.976617,40.679583","3009380026",40.679583,-73.976617
"FP","Food Pantry","No","No","No","No","SOUTH OZONE PARK SEVENTH DAY ADVENTIST CHURCH","120-12 140TH STREET","120-12 140TH STREET","QUEENS","11436","FRI (4TH) SUN (2ND)","HRA provides SNAP outreach materials  for distribution and posting","-73.801148,40.675614","4120290071",40.675614,-73.801148
"FP","Food Pantry","No","No","No","No","SOUTHSIDE UNITED H.D.F.C., INC - LOS SURES","145 SOUTH 3RD STREET","145 SOUTH 3RD STREET","BROOKLYN","11211","TUE/WED","SNAP outreach conducted by an outside organization. FBNYC TEN Site location.","-73.961618,40.712409","3024180040",40.712409,-73.961618
"FP","Food Pantry","No","No","No","No","SPANISH SDA CHURCH FOOD PANTRY","1038 PROSPECT AVENUE","1038 PROSPECT AVENUE","BRONX","10459","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.899214,40.824661","2026910012",40.824661,-73.899214
"FP","Food Pantry","No","No","No","No","SPANISH SOUNDVIEW SDA CHURCH","1822 LACOMBE AVENUE","1822 LACOMBE AVENUE","BRONX","10473","WED(2 & LAST)","Makes referrals to Hunts Point SNAP center for SNAP services","-73.861207,40.814804","2034960037",40.814804,-73.861207
"FP","Food Pantry","No","No","No","No","ST. ANN'S CHURCH OF MORRISANIA","295 ST. ANN'S AVENUE","295 ST. ANN'S AVENUE","BRONX","10454","WED,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.916807,40.808486","2022670044",40.808486,-73.916807
"SK","Soup Kitchen","No","No","No","No","ST. ANN'S CHURCH OF MORRISANIA","295 ST. ANN'S AVENUE","295 ST. ANN'S AVENUE","BRONX","10454","SUN","HRA provides SNAP outreach materials for distribution and posting","-73.916807,40.808486","2022670044",40.808486,-73.916807
"FP","Food Pantry","No","No","No","No","ST. AUGUSTINE FOOD PANTRY","1168 FRANKLIN AVENUE","1168 FRANKLIN AVENUE","BRONX","10456","MON/THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.904373,40.829146","2026140001",40.829146,-73.904373
"FP","Food Pantry","No","No","No","No","ST. AUGUSTINE'S AMERICAN CATHOLIC CHURCH","298 SCHENECTADY AVENUE","298 SCHENECTADY AVENUE","BROOKLYN","11213","FRI","HRA provides SNAP outreach materials for distribution and posting","-73.934194,40.668263","3013950044",40.668263,-73.934194
"FP","Food Pantry","No","No","No","No","ST. AUGUSTINE'S CHURCH","116 6TH AVENUE","116 6TH AVENUE","BROOKLYN","11217","SAT","On site SNAP prescreening services/refers applicants to 5th Avenue Community Center for application assistance","-73.976096,40.678672","3009410030",40.678672,-73.976096
"FP","Food Pantry","No","No","No","No","ST. BRENDAN & ST. ANN PARISH","268 EAST 207TH STREET","268 EAST 207TH STREET","BRONX","10467","SAT (2ND)","New site, Coordinating future SNAP outreach services","-73.877965,40.875418","2033420029",40.875418,-73.877965
"FP","Food Pantry","No","No","No","No","ST. CECILIA'S PARISH SERVICES","125 EAST 105TH STREET","125 EAST 105TH STREET","MANHATTAN","10029","WED","HRA provides SNAP outreach materials for distribution and posting","-73.947351,40.792029","1016330010",40.792029,-73.947351
"FP","Food Pantry","No","No","No","No","ST. CHARLES BORROMEO CHURCH","211 WEST 141ST STREET","211 WEST 141ST STREET","MANHATTAN","10030","SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)/ HRA provides SNAP outreach materials (English, Spanish, Chinese) for distribution and posting","-73.941643,40.819611","1020270024",40.819611,-73.941643
"FP","Food Pantry","No","No","No","No","ST. CLEMENTS FOOD PANTRY","423 WEST 46TH STREET  9TH/10AVE","423 WEST 46TH STREET","MANHATTAN","10036","FRI(2,3,4,5)/SAT(2,3)","HRA provides SNAP outreach materials for distribution and posting","-73.991571,40.761565","1010560022",40.761565,-73.991571
"FP","Food Pantry","No","No","No","No","ST. EDMUNDS YOUTH PROGRAM INC","1905 MORRIS AVENUE","1905 MORRIS AVENUE","BRONX","10453","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.908231,40.849929","2028280037",40.849929,-73.908231
"FP","Food Pantry","No","No","No","No","ST. EDWARD FOOD PANTRY","6581 HYLAN BOULEVARD","6581 HYLAN BOULEVARD","STATEN ISLAND","10309","MON,WED,SAT","HRA provides SNAP outreach materials for distribution and posting","-74.222414,40.512036","5076640001",40.512036,-74.222414
"SK","Soup Kitchen","No","No","No","No","ST. IGNATIUS EPISCOPAL CHURCH","552 WEST END AVE","552 WEST END AVE","MANHATTAN","10024","MON/SAT","HRA provides SNAP outreach materials for distribution and posting","-73.97715,40.789277","1012340061",40.789277,-73.97715
"FP","Food Pantry","No","No","No","No","ST. JOHN'S BREAD & LIFE FOOD PANTRY","795 LEXINGTON AVE","795 LEXINGTON AVE","BROOKLYN","11221","M-THU/FRI(SR.ONLY)","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","-73.928909,40.690443","3016220060",40.690443,-73.928909
"SK","Soup Kitchen","No","No","No","No","ST. JOHN'S BREAD & LIFE PROGRAM","795 LEXINGTON AVE","795 LEXINGTON AVE","BROOKLYN","11221","MON-FRI","SNAP prescreening and electronic transmission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACESS NYC site (SINGLE STOP)","-73.928909,40.690443","3016220060",40.690443,-73.928909
"FP","Food Pantry","No","No","No","No","ST. JOHN'S BREAD OF LIFE","213 WEST 30TH STREET","213 WEST 30TH STREET","MANHATTAN","10001","WED","HRA provides SNAP outreach materials for distribution and posting","-73.993092,40.748949","1007800026",40.748949,-73.993092
"SK","Soup Kitchen","No","No","No","No","ST. JOSEPHS SOUP KITCHEN INCORPORATED","371 6TH AVE. & WASHINGTON PL.","371 6TH AVE.","MANHATTAN","10014","SAT","On site SNAP prescreening services provided by organization","-74.000646,40.732768","1005920069",40.732768,-74.000646
"FP","Food Pantry","No","No","No","No","ST. LUKES FOOD PANTRY","623 EAST 138TH STREET","623 EAST 138TH STREET","BRONX","10454","FRI","HRA provides SNAP outreach materials for distribution and posting","-73.915527,40.806254","2025510058",40.806254,-73.915527
"FP","Food Pantry","No","No","No","No","ST. LUKE'S SENIOR COMMUNITY PROGRAM","777 EAST 222ND STREET","777 EAST 222ND STREET","BRONX","10467","WED (1,3{A-M},2,4{N-Z})","HRA provides SNAP outreach materials for distribution and posting","-73.85901,40.8851","2048360007",40.8851,-73.85901
"SK","Soup Kitchen","No","No","No","No","ST. LUKE'S SENIOR COMMUNITY PROGRAM","777 EAST 222ND STREET","777 EAST 222ND STREET","BRONX","10467","MON-FRI","HRA provides SNAP outreach materials for distribution and posting","-73.85901,40.8851","2048360007",40.8851,-73.85901
"FP","Food Pantry","No","No","No","No","ST. MARGARET MARY CHURCH","9-18 27TH AVENUE","9-18 27TH AVENUE","QUEENS","11102","TUE,WED,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.930653,40.773481","4005100006",40.773481,-73.930653
"FP","Food Pantry","No","No","No","No","ST. MARK AME CHURCH/THE VOICE OF HAGAR","95-18 NORTHERN BLVD","95-18 NORTHERN BLVD","QUEENS","11372","TUE","HRA provides SNAP outreach materials for distribution and posting","-73.87242,40.756599","4017100010",40.756599,-73.87242
"FP","Food Pantry","No","No","No","No","ST. MARK THE EVANGELIST CHURCH","65 WEST 138TH STREET","65 WEST 138TH STREET","MANHATTAN","10037","SAT(1,2,3,4)","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.938684,40.815875","1017360007",40.815875,-73.938684
"FP","Food Pantry","No","No","No","No","ST. MARY STAR OF THE SEA","19-20 NEW HAVEN AVENUE","19-20 NEW HAVEN AVENUE","QUEENS","11691","TUE,FRI","HRA provides SNAP outreach materials for distribution and posting.","-73.752715,40.60076","4155640079",40.60076,-73.752715
"FP","Food Pantry","No","No","No","No","ST. MARY'S EPISCOPAL CHURCH FOOD PANTRY","521 WEST 126TH STREET","521 WEST 126TH STREET","MANHATTAN","10027","MON","HRA provides SNAP outreach materials for distribution and posting","-73.956074,40.814886","1019830011",40.814886,-73.956074
"SK","Soup Kitchen","No","No","No","No","ST. MICHAEL'S CHURCH","225 WEST 99TH STREET","225 WEST 99TH STREET","MANHATTAN","10025","SAT","New site, Coordinating future SNAP outreach services","-73.969285,40.79654","1018710029",40.79654,-73.969285
"FP","Food Pantry","No","No","No","No","ST. NICHOLAS OF TOLENTINE CHURCH- F.P.","150-75 GOETHALS AVENUE","150-75 GOETHALS AVENUE","QUEENS","11432","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.809815,40.718757","4067130041",40.718757,-73.809815
"FP","Food Pantry","No","No","No","No","ST. PATRICK'S ROMAN CATHOLIC CHURCH","39-38 29TH STREET (LIC)","39-38 29TH STREET","QUEENS","11101","SAT (3RD)","New site, Coordinating future SNAP outreach services","-73.935598,40.752739","4003980039",40.752739,-73.935598
"FP","Food Pantry","No","No","No","No","ST. PAUL PENTECOSTAL CHURCH","133 THOMAS S BOYLAND STREET","133 THOMAS S BOYLAND STREET","BROOKLYN","11233","SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.913659,40.680344","3015270004",40.680344,-73.913659
"FP","Food Pantry","No","No","No","No","ST. PAUL'S HOUSE INC.","335 WEST 51ST STREET","335 WEST 51ST STREET","MANHATTAN","10019","TUE","HRA provides SNAP outreach materials for distribution and posting","-73.98706,40.763707","1010420015",40.763707,-73.98706
"SK","Soup Kitchen","No","No","No","No","ST. PAUL'S HOUSE INC.","335 WEST 51ST STREET","335 WEST 51ST STREET","MANHATTAN","10019","MON,WED,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.98706,40.763707","1010420015",40.763707,-73.98706
"FP","Food Pantry","No","No","No","No","ST. PETER'S FOOD PANTRY","346 WEST 20TH ST. NR. 9TH AVE","346 WEST 20TH ST.","MANHATTAN","10011","SAT","Giving Tree Family Organization provides training and support services","-74.001958,40.744087","1007430072",40.744087,-74.001958
"FP","Food Pantry","No","No","No","No","ST. RAPHAEL CHURCH FOOD PANTRY","35-20 GREENPOINT AVE, LIC","35-20 GREENPOINT AVE","QUEENS","11101","THUR/SAT","HRA provides SNAP outreach materials for distribution and posting","-73.929982,40.737123","4002330001",40.737123,-73.929982
"FP","Food Pantry","No","No","No","No","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","874 MYRTLE AVENUE","874 MYRTLE AVENUE","BROOKLYN","11206","WED,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.947118,40.695373","3017550032",40.695373,-73.947118
"SK","Soup Kitchen","No","No","No","No","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","874 MYRTLE AVENUE","874 MYRTLE AVENUE","BROOKLYN","11206","TUE-FRI","HRA provides SNAP outreach materials for distribution and posting","-73.947118,40.695373","3017550032",40.695373,-73.947118
"FP","Food Pantry","No","No","No","No","ST. TERESA OF AVILA","560 STERLING PLACE","560 STERLING PLACE","BROOKLYN","11238","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.959907,40.673686","3011750001",40.673686,-73.959907
"FP","Food Pantry","No","No","No","No","ST. TERESA OF AVILA COMMUNITY SERVICES","129-04 109TH AVENUE","129-04 109TH AVENUE","QUEENS","11420","MON,THUR","HRA provides SNAP outreach materials for distribution and posting","-73.813808,40.684812","4096090114",40.684812,-73.813808
"FP","Food Pantry","No","No","No","No","STAPLETON U.A.M.E. CHURCH","49 TOMPKINS AVE","49 TOMPKINS AVE","STATEN ISLAND","10304","TUE,FRI","HRA provides SNAP outreach materials for distribution and posting","-74.078684,40.623378","5005330036",40.623378,-74.078684
"SK","Soup Kitchen","No","No","No","No","STAPLETON U.A.M.E. CHURCH","49 TOMPKINS AVENUE","49 TOMPKINS AVENUE","STATEN ISLAND","10304","MON/WED","HRA provides SNAP outreach material  for distribution and posting","-74.078684,40.623378","5005330036",40.623378,-74.078684
"FP","Food Pantry","No","No","No","No","STATEN ISLAND SDA CHURCH","80 UNION AVE","80 UNION AVE","STATEN ISLAND","10303","SUN","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-74.158371,40.63476","5012250043",40.63476,-74.158371
"FP","Food Pantry","No","No","No","No","STUYVESANT HEIGHTS CHRISTIAN CHURCH","69 MCDONOUGH STREET","69 MCDONOUGH STREET","BROOKLYN","11216","THUR(EVRY OTH)","HRA provides SNAP outreach materials for distribution and posting","-73.943851,40.681237","3018510039",40.681237,-73.943851
"FP","Food Pantry","No","No","No","No","TABERNACLE OF PRAYER","90-07 MERRICK BLVD","90-07 MERRICK BLVD","QUEENS","11432","FRI","HRA provides SNAP outreach materials for distribution and posting","-73.794362,40.706884","4097960053",40.706884,-73.794362
"FP","Food Pantry","No","No","No","No","TAURUS ASSOCIATES INC.","240-08 135TH AVENUE","240-08 135TH AVENUE","QUEENS","11422","THUR","ACCESS NYC site/ HRA coordinates training/ SNAP outreach services are coordinated with VETS, Inc.","-73.73437,40.671926","4132210027",40.671926,-73.73437
"FP","Food Pantry","No","No","No","No","THE CAMPAIGN AGAINST HUNGER","2004 FULTON STREET","2004 FULTON STREET","BROOKLYN","11233","MON/TUE-FRI","On site SNAP prescreening and application assistance/ FBNYC TEN site (vendor contracted by HRA)","-73.918127,40.678428","3015490012",40.678428,-73.918127
"FP","Food Pantry","No","No","No","No","THE CHURCH OF ST. MARK","1417 UNION STREET","1417 UNION STREET","BROOKLYN","11213","MON(1,2,3,4)","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach conducted by on site staff.  FBNYC TEN site.","-73.944547,40.668783","3012710001",40.668783,-73.944547
"FPH","Food Pantry","No","No","No","Yes","THE COMMUNITY FOOD PANTRY","1363 OGDEN AVE","1363 OGDEN AVE","BRONX","10452","TUE/THUR/1ST SAT","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach conducted by on site staff.  FBNYC TEN site.","-73.924921,40.841835","2025350026",40.841835,-73.924921
"FP","Food Pantry","No","No","No","No","THE FATHER'S HEART MINISTRIES","543-545 EAST 11TH STREET","543 EAST 11TH STREET","MANHATTAN","10009","SAT (2,3,4,5)","HRA provides SNAP outreach materials  for distribution and posting","-73.979868,40.727884","1004050041",40.727884,-73.979868
"SK","Soup Kitchen","No","No","No","No","THE FATHER'S HEART MINISTRY CENTER","543-545 EAST 11TH STREET","543 EAST 11TH STREET","MANHATTAN","10009","SAT(2,3,4,5)","HRA provides SNAP outreash materials for distribution and posting","-73.979868,40.727884","1004050041",40.727884,-73.979868
"FP","Food Pantry","No","No","No","No","THE FLOW KINGDOM MINISTRIES","901 EAST TREMONT AVE","901 EAST TREMONT AVE","BRONX","10469","MON","HRA provides SNAP outreach materials for distribution and posting","-73.884395,40.842373","2031210033",40.842373,-73.884395
"FP","Food Pantry","No","No","No","No","THE GOSPEL TABERNACLE CHURCH OF JESUS CHRIST, INC","2314 SNYDER AVENUE","2314 SNYDER AVENUE","BROOKLYN","11226","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.955119,40.648472","3051100012",40.648472,-73.955119
"FP","Food Pantry","No","No","No","No","THE HARDING FORD VISION, INC","157-22 SOUTH ROAD, JAMAICA","157-22 SOUTH ROAD","QUEENS","11433","MON/WED","HRA provides SNAP outreash materials for distribution and posting. SNAP outreach provided by on site staff member.  FBNYC TEN SITE (vendor contracted by HRA)","-73.797056,40.698152","4101250010",40.698152,-73.797056
"SK","Soup Kitchen","No","No","No","No","THE HARDING FORD VISION, INC","157-22 SOUTH ROAD, JAMAICA","157-22 SOUTH ROAD","QUEENS","11433","WED","HRA provides SNAP outreash materials for distribution and posting. SNAP outreach provided by on site staff member.  FBNYC TEN SITE (vendor contracted by HRA)","-73.797056,40.698152","4101250010",40.698152,-73.797056
"FP","Food Pantry","No","No","No","No","THE LEGACY CENTER COMMUNITY DEVELOPMENT CORP","71-02 CYRPESS HILL STREET (GLENDALE)","71-02 CYPRESS HILLS STREET","QUEENS","11385","FRI","HRA provides SNAP outreash materials for distribution and posting","-73.892335,40.701554","4036390001",40.701554,-73.892335
"FP","Food Pantry","No","No","No","No","THE RESOURCE CENTER FOR COMMUNITY DEVELOPMENT INC","884 EAST 163RD STREET","884 EAST 163RD STREET","BRONX","10459","WED/THUR","SNAP outreach services provided by on site staff","-73.898525,40.820731","2026960095",40.820731,-73.898525
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY ASTORIA CORPS","45-18 BROADWAY","45-18 BROADWAY","QUEENS","11103","WED","HRA provides SNAP outreach materials  for distribution and posting","-73.914553,40.756619","4007080040",40.756619,-73.914553
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY BEDFORD TEMPLE CORPS","601 LAFAYETTE AVENUE","601 LAFAYETTE AVENUE","BROOKLYN","11216","WED","HRA provides SNAP outreach materials  for distribution and posting","-73.950613,40.690524","3017840011",40.690524,-73.950613
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY BRONX CITADEL","425 EAST 159TH STREET","425 EAST 159TH STREET","BRONX","10451","TUE","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.","-73.913389,40.822757","2023810029",40.822757,-73.913389
"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY BRONX CITADEL","425 EAST 159TH STREET","425 EAST 159TH STREET","BRONX","10451","MON,WED,FRI","HRA provides SNAP outreach materials  for distribution and posting. FBNYC TEN site. SNAP outreach conducted by on site staff members.","-73.913389,40.822757","2023810029",40.822757,-73.913389
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY BROWNSVILLE CORPS","280 RIVERDALE AVENUE","280 RIVERDALE AVENUE","BROOKLYN","11212","FRI(EVERYOTHER)","HRA provides SNAP outreach materials  for distribution and posting","-73.906176,40.66117","3036050010",40.66117,-73.906176
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY BUSHWICK CORPS","1151 BUSHWICK AVENUE","1151 BUSHWICK AVENUE","BROOKLYN","11221","M,TU,TH,FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.917276,40.689296","3033740001",40.689296,-73.917276
"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY BUSHWICK CORPS","1151 BUSHWICK AVENUE","1151 BUSHWICK AVENUE","BROOKLYN","11221","M,TU,TH,FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.917276,40.689296","3033740001",40.689296,-73.917276
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY JAMAICA CITADEL CORPS","90-23 161ST STREET","90-23 161ST STREET","QUEENS","11432","THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.798707,40.704857","4097600013",40.704857,-73.798707
"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY JAMAICA CITADEL CORPS","90-23 161ST STREET","90-23 161ST STREET","QUEENS","11432","MON-WED","HRA provides SNAP outreach materials  for distribution and posting","-73.798707,40.704857","4097600013",40.704857,-73.798707
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY MANHATTAN CITADEL","145 EAST 125TH STREET","145 EAST 125TH STREET","MANHATTAN","10035","MON-FRI","SNAP outreach services are coordinated with Borinquen Neighborhood Center","-73.93703,40.804529","1017740020",40.804529,-73.93703
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY NEW YORK TEMPLE CORPS","132 WEST 14TH STREET (GROUND FLOOR)","132 WEST 14TH STREET","MANHATTAN","10011","MON-FRI","HRA provides SNAP outreach materials  for distribution and posting","-73.998636,40.737799","1006090020",40.737799,-73.998636
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY QUEENS TEMPLE CORP","86-07 35TH AVENUE","86-07 35TH AVENUE","QUEENS","11372","WED","HRA provides SNAP outreach materials  for distribution and posting","-73.880669,40.752436","4014470035",40.752436,-73.880669
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY STAPLETON CORPS","15 BROAD STREET","15 BROAD STREET","STATEN ISLAND","10304","TUE-THUR","HRA provides SNAP outreach materals  for distribution and posting. Organization refers clients to POS site (Project Hospitality) for SNAP services.","-74.075695,40.625817","5005250021",40.625817,-74.075695
"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY STAPLETON CORPS","15 BROAD STREET","15 BROAD STREET","STATEN ISLAND","10304","MON,FRI","HRA provides SNAP outreach materals  for distribution and posting","-74.075695,40.625817","5005250021",40.625817,-74.075695
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY SUNSET PARK CORPS","520 50TH STREET","520 50TH STREET","BROOKLYN","11220","TUE - FRI","HRA provides SNAP outreach materials for distribution and posting","-74.009906,40.644618","3007920012",40.644618,-74.009906
"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY SUNSET PARK CORPS","520 50TH STREET","520 50TH STREET","BROOKLYN","11220","MON-FRI","HRA provides SNAP outreach materials for distribution and posting","-74.009906,40.644618","3007920012",40.644618,-74.009906
"SK","Soup Kitchen","No","No","No","No","THE SALVATION ARMY TEMPLE CORP.","86-07 35TH AVENUE","86-07 35TH AVENUE","QUEENS","11372","MON-FRI","HRA provides SNAP outreach materials  for distribution and posting","-73.880669,40.752436","4014470035",40.752436,-73.880669
"FP","Food Pantry","No","No","No","No","THE SALVATION ARMY TREMONT CORPS","2121 WASHINGTON AVE","2121 WASHINGTON AVE","BRONX","10457","TUE,THUR,FRI","HRA provides SNAP outreach materials for distribution and posting.","-73.89559,40.85224","2030370015",40.85224,-73.89559
"FP","Food Pantry","No","No","No","No","THE TABLE AT THE FAMILY SUPPORT CENTER AT NYU LANGONE","6025 6TH AVE","6025 6TH AVE","BROOKLYN","11220","FRI","SNAP outreach services provided by on site staff member","-74.014162,40.637551","3057840001",40.637551,-74.014162
