"ID","TYPE","PROGRAM","PHONE","DISTADD","DISTBORO","DISTZIP","DAYS","mobile","HIV","kosher","halal","type_clean","type1","type2","count","addr","coords","bbl","lat","lon"
83923,"FP","MACEDONIA CH. ASSEMBLY OF GOD-BREAD OF LIFE FOOD PANTRY","212 410-3412","340 EAST 106TH STREET ","MANHATTAN",10029,"FRI 9-10:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"340 EAST 106TH STREET","-73.94096,40.78969","1016770033",40.78969,-73.94096
80649,"FP","MCCNY CHARITIES ","212 629-7440","446 WEST 36TH STREET ","MANHATTAN",10018,"THUR 8:30-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"446 WEST 36TH STREET","-73.997519,40.755334","1007330062",40.755334,-73.997519
83699,"FP","MT. OLIVET BAPTIST CHURCH COMMUNITY MEAL PROGRAM ","212 864-1155","201 LENOX AVE ","MANHATTAN",10027,"TUE,WED 10:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"201 LENOX AVE","-73.94807,40.804945","1019050029",40.804945,-73.94807
85431,"FP","NARROW DOOR I.M.C. ","212-567-1052","161 SHERMAN AVENUE ","MANHATTAN",10034,"SAT (3RD) 9:30-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"161 SHERMAN AVENUE","-73.922708,40.864404","1022210009",40.864404,-73.922708
81119,"FP","NATIONAL COUNCIL OF JEWISH WOMEN ","212 799-7205","241 WEST 72ND STREET ","MANHATTAN",10023,"MON 9:30AM-2PM","No","No","No","No","Both","Food Pantry","",2,"241 WEST 72ND STREET","-73.982994,40.779504","1011640015",40.779504,-73.982994
85310,"FP","NAZARETH HOUSING INC ","212-477-7017","206 EAST 4TH STREET ","MANHATTAN",10009,"WED 8AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"206 EAST 4TH STREET","-73.984244,40.7237","1003990011",40.7237,-73.984244
87247,"FP","NEW ALTERNATIVE FOR CHILDREN, INC ","212-994-7919","37 WEST 26TH STREET - 6TH FLOOR ","MANHATTAN",10010,"MON, TUE 2-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"37 WEST 26TH STREET","-73.990417,40.744616","1008280009",40.744616,-73.990417
81206,"SK","NEW YORK CITY LOVE KITCHEN INC ","212 942-4204","3816 9TH AVE ","MANHATTAN",10034,"MON-FRI 2-4PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"3816 9TH AVE","-73.91852,40.862198","1022010021",40.862198,-73.91852
80861,"FP","NEW YORK COMMON PANTRY ","917-720-9700","8 EAST 109TH STREET ","MANHATTAN",10029,"WED-SAT 10AM-2:30PM","No","No","No","No","Both","Food Pantry","",2,"8 EAST 109TH STREET","-73.949227,40.795787","1016140066",40.795787,-73.949227
80683,"FP","OUR LADY OF SORROWS ","212 673-0900","213 STANTON STREET ","MANHATTAN",10002,"TUE,THUR 9:30-10:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"213 STANTON STREET","-73.982422,40.719424","1003440056",40.719424,-73.982422
80699,"FP","PROJECT CREATE - ANTHONY HOUSE ","212-663-1975","73 LENOX AVE ","MANHATTAN",10026,"WED 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"73 LENOX AVE","-73.951116,40.800671","1018230034",40.800671,-73.951116
81169,"FP","RAUSCHENBUSCH METRO MINISTRIES INC. ","212 594-4464","410 WEST 40TH STREET ","MANHATTAN",10018,"SAT(1,2,3,4) 11-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"410 WEST 40TH STREET","-73.994329,40.757219","1007370043",40.757219,-73.994329
80712,"FP","RIVERSIDE CHURCH FOOD PANTRY ","212-870-6760","91 CLAREMONT AVE @ 120TH STREET ","MANHATTAN",10027,"TUE,WED 9AM-1:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"91 CLAREMONT AVE","-73.962564,40.811979","1019910031",40.811979,-73.962564
82807,"FP","SALEM UNITED METHODIST CHURCH ","212-678-2700","2190 ADAM CLAYTON POWELL JR. BLVD ","MANHATTAN",10027,"FRI 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2190 ADAM CLAYTON POWELL JR. BLVD","-73.946577,40.811945","1019330032",40.811945,-73.946577
85254,"SK","SALEM UNITED METHODIST CHURCH ","212-678-2700","2190 ADAM CLAYTON POWELL JR BLVD ","MANHATTAN",10027,"TUE-SAT 11AM-2PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"2190 ADAM CLAYTON POWELL JR BLVD","-73.946577,40.811945","1019330032",40.811945,-73.946577
81120,"SK","SOUP KITCHEN/COMMUNITY LUNCH ","212-854-6310","601 WEST 114TH STREET (BASEMENT OF BROADWAY PRESBYTERIAN CHURCH)","MANHATTAN",10025,"FRI 12:30-2PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"601 WEST 114TH STREET","-73.965197,40.807085","1018960020",40.807085,-73.965197
83311,"SK","SOUTHERN BAPTIST CHURCH ","212 663-6549","12 WEST 108TH STREET ","MANHATTAN",10025,"WED 12-1:30PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"12 WEST 108TH STREET","-73.960123,40.799545","1018430041",40.799545,-73.960123
80744,"FP","ST. CECILIA'S PARISH SERVICES ","212 348-0488","125 EAST 105TH STREET ","MANHATTAN",10029,"WED 9:30-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"125 EAST 105TH STREET","-73.947351,40.792029","1016330010",40.792029,-73.947351
80745,"FP","ST. CHARLES BORROMEO CHURCH ","212 281-2100","211 WEST 141ST STREET ","MANHATTAN",10030,"SAT 9-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"211 WEST 141ST STREET","-73.941643,40.819611","1020270024",40.819611,-73.941643
80752,"SK","ST. IGNATIUS EPISCOPAL CHURCH ","212 580-3326","552 WEST END AVE ","MANHATTAN",10024,"MON/SAT 6:45-7:15PM/3:45-4:15PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"552 WEST END AVE","-73.97715,40.789277","1012340061",40.789277,-73.97715
80757,"FP","ST. JOHN'S BREAD OF LIFE ","212 564-9073","213 WEST 30TH STREET ","MANHATTAN",10001,"WED 11AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"213 WEST 30TH STREET","-73.993092,40.748949","1007800026",40.748949,-73.993092
84012,"FP","ST. JOSEPH OF THE HOLY FAMILY FOOD PANTRY ","212-662-9125","405 WEST 125TH STREET ","MANHATTAN",10027,"SAT 8AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"405 WEST 125TH STREET","-73.954213,40.811822","1019660070",40.811822,-73.954213
80760,"SK","ST. JOSEPHS SOUP KITCHEN INCORPORATED ","212 741-1274","5 WEST 12TH STREET ","MANHATTAN",10011,"SAT 1:30PM-3PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"5 WEST 12TH STREET","-73.994795,40.735022","1005760046",40.735022,-73.994795
80764,"FP","ST. MARK THE EVANGELIST CHURCH ","212 281-4931","65 WEST 138TH STREET ","MANHATTAN",10037,"SAT(1,2,3,4) 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"65 WEST 138TH STREET","-73.938684,40.815875","1017360007",40.815875,-73.938684
81073,"FP","ST. MARY'S EPISCOPAL CHURCH FOOD PANTRY ","212-222-3043","521 WEST 126TH STREET ","MANHATTAN",10027,"MON 4-6PM","No","No","No","No","Food Pantry","Food Pantry","",1,"521 WEST 126TH STREET","-73.956074,40.814886","1019830011",40.814886,-73.956074
85116,"SK","ST. MICHAEL'S CHURCH ","212-222-2700","225 WEST 99TH STREET ","MANHATTAN",10025,"SAT 10-11:45AM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"225 WEST 99TH STREET","-73.969285,40.79654","1018710029",40.79654,-73.969285
80781,"FP","ST. PAUL'S HOUSE INC. ","212 265-5433","335 WEST 51ST STREET ","MANHATTAN",10019,"TUE 9-10AM","No","No","No","No","Both","Food Pantry","",2,"335 WEST 51ST STREET","-73.98706,40.763707","1010420015",40.763707,-73.98706
80577,"FP","ST. PETER'S FOOD PANTRY ","212 929-2390","346 WEST 20TH ST. NR. 9TH AVE ","MANHATTAN",10011,"SAT 11AM-12:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"346 WEST 20TH ST.","-74.001958,40.744087","1007430072",40.744087,-74.001958
80800,"SK","TEMPLE SHAARAY TEFILA ","212 535-8008","250 EAST 79TH STREET ","MANHATTAN",10075,"WED 11:30AM-12:30PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"250 EAST 79TH STREET","-73.955555,40.773232","1014330127",40.773232,-73.955555
80721,"FP","THE SALVATION ARMY MANHATTAN CITADEL ","212 860-3200","175 EAST 125TH STREET ","MANHATTAN",10035,"MON-FRI 9AM-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"175 EAST 125TH STREET","-73.935861,40.80408","1017740033",40.80408,-73.935861
80720,"FP","THE SALVATION ARMY NEW YORK TEMPLE CORPS ","212-337-7467","132 WEST 14TH STREET (GROUND FLOOR) ","MANHATTAN",10011,"MON-FRI 9:30 - 11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"132 WEST 14TH STREET","-73.998636,40.737799","1006090020",40.737799,-73.998636
84540,"FP","JAN HUS PRESBYTERIAN CHURCH/HOMELESS OUTREACH AND ADVOCACY PROGRAM","212 288-6743","161 EAST 104TH STREET","MANHATTAN",10128,"FRI 9AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"161 EAST 104TH STREET","-73.946507,40.790831","1016320026",40.790831,-73.946507
81622,"SK","THE URBAN OUTREACH CENTER OF NYC ","212-288-6743","1745 1ST AVENUE ","MANHATTAN",10128,"TUE 5:45-7PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"1745 1ST AVENUE","-73.947625,40.779822","1015530025",40.779822,-73.947625
80813,"FP","TRINITY'S SERVICES AND FOOD FOR THE HOMELESS, INC. ","212 228-5254","602 EAST 9TH STREET ","MANHATTAN",10009,"MON-THUR 12:30-1:30PM","No","No","No","No","Both","Food Pantry","",2,"602 EAST 9TH STREET","-73.980125,40.726017","1003910007",40.726017,-73.980125
80832,"SK","UNIVERSITY COMMUNITY SOCIAL SERVICES, INC ","347-850-2230","137 EAST 2ND STREET ","MANHATTAN",10009,"SAT 8AM-12PM&1-2:30PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"137 EAST 2ND STREET","-73.986344,40.723005","1004290029",40.723005,-73.986344
81309,"FP","UPPER MANHATTAN MENTAL HEALTH CENTER ","212 694-9200","1727 AMSTERDAM AVE @ 145TH ","MANHATTAN",10031,"TUE,WED,THUR 1:30-3:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1727 AMSTERDAM AVE","-73.946909,40.825205","1020600001",40.825205,-73.946909
85481,"FP","VISION URBANA ","646-626-9748","66 ESSEX STREET ","MANHATTAN",10002,"TUES 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"66 ESSEX STREET","-73.98828,40.717364","1003510001",40.717364,-73.98828
85319,"FP","WEST HARLEM GROUP ASSISTANCE ","212-690-7900","625 LENOX AVE ","MANHATTAN",10031,"M,TU/W,TH/F 11A-1P&2-3:3P/10A-12P&1:3-3P/11","No","No","No","No","Food Pantry","Food Pantry","",1,"625 LENOX AVE","-73.938257,40.818261","1020100030",40.818261,-73.938257
80846,"FP","WESTSIDE CAMPAIGN AGAINST HUNGER ","212 362-3662","263 W. 86th St.@ WEST END AVE. ","MANHATTAN",10024,"TUE-FRI 9AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"263 W. 86TH ST.","-73.977291,40.788938","1012347502",40.788938,-73.977291
84349,"FP","WORLDWIDE MISSIONARY MOVEMENT/CENTRO EVANGELISTICO MMM, ","212-567-5620","148 POST AVE","MANHATTAN",10034,"SAT 9AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"148 POST AVE","-73.919011,40.865305","1022230024",40.865305,-73.919011
80750,"SK","XAVIER MISSION INC ","212 627-2100","55 WEST 15TH STREET ","MANHATTAN",10011,"SUN 12-3PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"55 WEST 15TH STREET","-73.995582,40.73786","1008170072",40.73786,-73.995582
83629,"FP","AGAPE CHRISTIAN CENTER ","718-635-0674","59-02 SUMMERFIELD ST. RIDGEWOOD ","QUEENS",11385,"SAT 12-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"59 SUMMERFIELD ST.","-73.897344,40.700375","4035880030",40.700375,-73.897344
84884,"FPH","A AIDS CENTER OF QUEENS COUNTY ","718-472-9400","62-07 WOODSIDE AVENUE - 3RD FLOOR ","QUEENS",11377,"TUE, THUR 10AM-12PM","No","No","No","Yes","Food Pantry","Food Pantry Halal","HL",1,"62 WOODSIDE AVENUE","-73.901939,40.744139","4013377501",40.744139,-73.901939
80929,"FPH","A AIDS CENTER OF QUEENS COUNTY ","718 896-2500","161-21 JAMAICA AVE - 6TH FLOOR ","QUEENS",11432,"TUE,THUR 8:30-11AM","No","No","No","Yes","Food Pantry","Food Pantry Halal","HL",1,"161 JAMAICA AVE","-73.798488,40.704431","4097600001",40.704431,-73.798488
81733,"FPH","A AIDS CENTER OF QUEENS COUNTY ","718 868-8645","1600 CENTRAL AVENUE - 3RD FLOOR (FAR ROCKAWAY) ","QUEENS",11691,"FRI 9:30-10:30AM","No","No","No","Yes","Food Pantry","Food Pantry Halal","HL",1,"1600 CENTRAL AVENUE","-73.752316,40.605347","4155370147",40.605347,-73.752316
85243,"FP","ALL NATIONS BAPTIST CHURCH OF WOODHAVEN ","718-847-4229","86-76 80TH STREET ","QUEENS",11421,"SAT 10-10:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"86 80TH STREET","-73.862369,40.692938","4088470160",40.692938,-73.862369
80866,"FP","ALLEN OUTREACH MINISTRY FEEDING PROGRAM ","718 526-3510","111-54 MERRICK BLVD ","QUEENS",11433,"MON/THUR 10AM-2PM/11AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"111 MERRICK BLVD","-73.78132,40.693754","4102080019",40.693754,-73.78132
82033,"FP","BERACA SEVENTH DAY ADVENTIST CHURCH ","718 740-1916","91-19 191 STREET ","QUEENS",11423,"WED 10-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"91 191 STREET","-73.76764,40.71126","4108200009",40.71126,-73.76764
83294,"FP","BETHANY BAPTIST CHURCH OF JAMAICA ","718 659-6099","157-11 111TH AVE ","QUEENS",11433,"TUE,WED 11AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"157 111TH AVE","-73.791793,40.690479","4121610042",40.690479,-73.791793
83697,"FP","BETHANY PANTRY ","917-533-1679","48-08 91ST PLACE (ELMHURST) ","QUEENS",11373,"SAT /TU,FRI(APPT ONLY) 9-10AM/10A-12P(APPT ONLY)","No","No","No","No","Food Pantry","Food Pantry","",1,"48 91ST PLACE","-73.873173,40.740908","4018500021",40.740908,-73.873173
84081,"FP","BETHEL AME CHURCH/BETHEL ARVERNE COMM. ","516-503-9715","215 BEACH 77TH STREET ","QUEENS",11692,"THUR 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"215 BEACH 77TH STREET","-73.804624,40.588813","4161110025",40.588813,-73.804624
81243,"FP","BETHEL GOSPEL TABERNACLE CHURCH ","718-291-2676","110-25 GUY R. BREWER BLVD. ","QUEENS",11433,"WED 9:30-11AM","No","No","No","No","Both","Food Pantry","",2,"110 GUY R. BREWER BLVD.","-73.78819,40.691969","4121650059",40.691969,-73.78819
84140,"FP","BLANCHE MEMORIAL CHURCH ","718 658-2458","109-74 SUTPHIN BLVD ","QUEENS",11435,"TUE 9-9:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"109 SUTPHIN BLVD","-73.796511,40.690132","4121420001",40.690132,-73.796511
84504,"FP","BVM/ST. MARY'S CHURCH WINFIELD ","718-672-4848","70-31 48TH AVE (WOODSIDE) ","QUEENS",11377,"THUR 9:30AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"70 48TH AVE","-73.891312,40.737501","4024480001",40.737501,-73.891312
84936,"FP","CALVARY'S MISSION ","718 849-0311","102-16 89TH AVENUE (RICHMOND HILL) ","QUEENS",11418,"SAT 9-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"102 89TH AVENUE","-73.843332,40.693716","4092880127",40.693716,-73.843332
87007,"FP","CENTER OF HOPE INTERNATIONAL ","718 784-4673","38-49 12TH STREET (L.I.C.) ","QUEENS",11101,"TUE, THUR/WED 12-3PM/11AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"38 12TH STREET","-73.942244,40.757102","4004730564",40.757102,-73.942244
85157,"FP","CHRIST APOSTOLIC CHURCH OF AMERICA, INC ","718-658-8981","108-02 SUTPHIN BLVD ","QUEENS",11435,"SAT 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"108 SUTPHIN BLVD","-73.799151,40.692512","4119460094",40.692512,-73.799151
85332,"FP","CHRIST CHURCH INTERNATIONAL JOSEPH'S HOUSE ","718-276-2799","122-20 MERRILL STREET ","QUEENS",11434,"SAT (2,4) 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"122 MERRILL STREET","-73.770158,40.682771","4125140032",40.682771,-73.770158
85350,"FPM","CITY HARVEST - ASTORIA MOBILE MARKET ","646-412-0740","7-1 ASTORIA BLVD ","QUEENS",11102,"THUR(3),SAT(1) 9:30-11:30AM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"7 ASTORIA BLVD","-73.893157,40.764572","4010270050",40.764572,-73.893157
85354,"FPM","CITY HARVEST MOBILE MARKET - QUEENSBRIDGE HOUSES ","646-412-0740","10-25 41ST AVENUE ","QUEENS",11101,"TUE(2),SAT(4) 9:30-11:30AM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"10 41ST AVENUE","-73.945383,40.755291","4004650100",40.755291,-73.945383
85313,"FP","COMMUNITY ALLIANCE INITIATIVE ","718-305-4888","60-85 MYRTLE AVENUE ","QUEENS",11385,"WED 10AM -12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"60 MYRTLE AVENUE","-73.895713,40.700446","4035900001",40.700446,-73.895713
80888,"FP","CORONA S.D.A. CHURCH ","718 429-7050","35-30 103RD STREET ","QUEENS",11368,"MON 9-11AM","No","No","No","No","Both","Food Pantry","",2,"35 103RD STREET","-73.864291,40.753856","4017450135",40.753856,-73.864291
80891,"FP","CORPUS CHRISTI FOOD PANTRY ","718 278-8114","31-30 61ST STREET ","QUEENS",11377,"WED 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"31 61ST STREET","-73.901351,40.756537","4011370001",40.756537,-73.901351
83409,"FP","CROSSOVER BAPTIST CHURCH COMMUNITY OUTREACH HELP CENTER ","718-322-1200","85-12 101ST AVENUE ","QUEENS",11416,"FRI(2,4)/THUR 10AM-2PM/HB DELIVERIES","No","No","No","No","Food Pantry","Food Pantry","",1,"85 101ST AVENUE","-73.854378,40.682259","4090570049",40.682259,-73.854378
83351,"FP","DELIVERANCE TEMPLE CHURCH OF JESUS CHRIST ","718 529-1993","134-10 ROCKAWAY BLVD SO. OZONE PARK ","QUEENS",11420,"TUE 5:30-6:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"134 ROCKAWAY BLVD","-73.803875,40.674365","4117580049",40.674365,-73.803875
85444,"FP","DIVINE FOOD PANTRY ","516-415-1192","215-31 99TH AVENUE (QUEEN VILLAGE) ","QUEENS",11429,"FRI 6-8PM","No","No","No","No","Food Pantry","Food Pantry","",1,"215 99TH AVENUE","-73.74297,40.714875","4110830117",40.714875,-73.74297
80893,"FP","ELMCOR YOUTH & ADULT ACTIVITIES #","718 651-0096","33-16 108TH STREET ","QUEENS",11368,"WED, FRI 12-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"33 108TH STREET","-73.860438,40.756837","4017230035",40.756837,-73.860438
83879,"FP","ELOHIM COMMUNITY DEVELOPMENT & OUTREACH INC ","917 418-7906","87-47 111TH STREET, RICHMOND HILLS ","QUEENS",11418,"FRI 7AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"87 111TH STREET","-73.836282,40.696085","4093010116",40.696085,-73.836282
81741,"FPK"," ESTHER GRUNBLATT-CENTRAL QUEENS Y ","718-704-8160","67-09 108TH STREET ","QUEENS",11375,"MON-FRI 10AM-1:30PM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"67 108TH STREET","-73.846343,40.727275","4021780001",40.727275,-73.846343
85483,"FP","EVANGEL FOOD PANTRY ","718-361-5454","39-21 CRESENT STREET (LIC) ","QUEENS",11101,"M-F/SAT 9AM-4PM/9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"39 CRESCENT STREET","-73.937494,40.753727","4003960005",40.753727,-73.937494
84315,"FP","EVANGELICAL CHURCH CHRIST IS THE LIGHT ","718-592-2701","89-16 48TH AVENUE (ELMHURST) ","QUEENS",11373,"FRI 9-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"89 48TH AVENUE","-73.874859,40.741073","4018340031",40.741073,-73.874859
83623,"SK","FIRST BAPTIST CHURCH ","718 446-0200","100-10 ASTORIA BLVD., E. ELMHURST ","QUEENS",11369,"WED 12-1:45PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"100 ASTORIA BLVD.","-73.868899,40.762241","4016580009",40.762241,-73.868899
81110,"FP","FIRST CHURCH OF GOD IN CHRIST, INC. ","718 712-4831","187-10 BAISLEY BLVD ","QUEENS",11412,"WED,THUR 12:30-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"187 BAISLEY BLVD","-73.763194,40.690619","4124400167",40.690619,-73.763194
81453,"FP","FIRST PRESBYTERIAN CHURCH OF JAMAICA ","718 526-4775","89-60 164TH STREET ","QUEENS",11432,"TUE/4TH SAT 10AM-12PM/9-11AM","No","No","No","No","Both","Food Pantry","",2,"89 164TH STREET","-73.798308,40.786407","4045980033",40.786407,-73.798308
84182,"FP","FIRST PRESBYTERIAN RUSSELL SAGE MEMORIAL CHURCH OF FAR ","327-2440 896","896 CENTRAL AVENUE (FAR ROCKAWAY) ","QUEENS",11691,"SAT 9:30-10:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"896 CENTRAL AVENUE","-73.747337,40.609651","4155060001",40.609651,-73.747337
80904,"FP","FIRST UNITED METHODIST CHURCH OF JAMAICA ","718 739-2269","162-10 HIGHLAND AVENUE ","QUEENS",11432,"MON 8:30-9:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"162 HIGHLAND AVENUE","-73.800196,40.709781","4097720046",40.709781,-73.800196
85581,"FP","FOOD SHARING WITH OUR NEIGHBORS PROGRAMS ","718-939-8599","3824 149TH STREET (FLUSHING) ","QUEENS",11354,"THUR/SAT 2:30-3:30PM/9:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"3824 149TH STREET","-73.817029,40.763733","4050260035",40.763733,-73.817029
87233,"FP","FOREST HILLS SENIORS CENTER ","718-699-1010","108-25 62ND DRIVE ","QUEENS",11375,"THUR(2,3,4,5)/W (LAST) 8:30-9:30AM/6-8PM","No","No","No","No","Food Pantry","Food Pantry","",1,"108 62ND DRIVE","-73.850801,40.736197","4021590002",40.736197,-73.850801
85275,"FP","GENESIS TRANSITIONAL HOUSING MINISTRIES, INC ","718-217-6530","195-12 HOLLIS AVENUE ","QUEENS",11412,"FRI 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"195 HOLLIS AVENUE","-73.762385,40.706478","4108880049",40.706478,-73.762385
84471,"FP","GOSPEL ASSEMBLY - QUEENS ","718-454-0192","109-14 FARMERS BLVD ","QUEENS",11412,"SAT 10AM -12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"109 FARMERS BLVD","-73.766943,40.703563","4103790056",40.703563,-73.766943
80917,"FP","HOLLIS AVENUE CONGREGATIONAL CHURCH ","718 468-1498","211-04 HOLLIS AVE., QUEENS VILLAGE ","QUEENS",11429,"TUE 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"211 HOLLIS AVE.","-73.746137,40.70958","4109220050",40.70958,-73.746137
85384,"FP","HOLLIS COMMUNITY CHRISTIAN CENTER ","718-217-3999","191-22 JAMAICA AVENUE ","QUEENS",11423,"SAT 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"191 JAMAICA AVENUE","-73.768598,40.712808","4104470002",40.712808,-73.768598
84768,"FP","HOLY GHOST UPPER ROOM FILLING STATION MINISTRY, INC ","718 529-2060","146-17 133RD AVENUE ","QUEENS",11436,"SAT 10-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"146 133RD AVENUE","-73.79216,40.668985","4121090005",40.668985,-73.79216
82077,"FP","HOLY TEMPLE CHURCH, INC ","347-686-0501","136-25 SPRINGFIELD BLVD ","QUEENS",11413,"SAT 11AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"136 SPRINGFIELD BLVD","-73.742313,40.698652","4112980008",40.698652,-73.742313
84960,"FP","HOUR CHILDREN COMMUNITY OUTREACH ","718-433-4727","36-49 11TH STREET (LIC) ","QUEENS",11106,"MON/TUE/THUR 2-4PM/10:3A-12:3P/3-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"36 11TH STREET","-73.940664,40.760377","4003530030",40.760377,-73.940664
85457,"FP","ICNA FLUSHING FOOD PANTRY ","929-329-7986","140-32 CHERRY AVENUE ","QUEENS",11355,"WED 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"140 CHERRY AVENUE","-73.822776,40.754168","4051860001",40.754168,-73.822776
84174,"FP","IGLESIA ALIANZA MISIONERA EBENEZER ","718 729-1944","43-02 38TH STREET (L.I.C.) ","QUEENS",11101,"SAT 8AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"43 38TH STREET","-73.92664,40.74468","4002190009",40.74468,-73.92664
82743,"FP","J.U.S.T.I.C.E. ORGANIZATION/JESUS IS JUSTICE MISSION INC. ","718-772-7951","223 BEACH 28TH STREET (FAR ROCKAWAY) ","QUEENS",11691,"WED 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"223 BEACH 28TH STREET","-73.761427,40.595588","4158040014",40.595588,-73.761427
85122,"FP","JAMAICA HISPANIC SDA CHURCH ","718-736-5291","88-28 161 STREET ","QUEENS",11432,"SUN 8-9AM","No","No","No","No","Food Pantry","Food Pantry","",1,"88 161 STREET","-73.805259,40.716525","4068610034",40.716525,-73.805259
83296,"FP","JAMAICA SEVENTH DAY ADVENTIST CHURCH ","718 658-9784","88-28 163 STREET ","QUEENS",11432,"SUN 9:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"88 163 STREET","-73.798371,40.707849","4098130014",40.707849,-73.798371
85323,"FP","JESUS IS THE ANSWER - J.I.T.A. COMMUNITY OUTREACH ","718-908-6303","103-02 171ST STREET ","QUEENS",11433,"TUE, SAT 3-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"103 171ST STREET","-73.786944,40.703452","4102280046",40.703452,-73.786944
80903,"FPK"," JEWISH COMMUNITY COUNCIL OF THE ROCKAWAY PENINSULA ","718 327-6060","1525 CENTRAL AVE ","QUEENS",11691,"TUE,THUR 9:30AM - 1:30PM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"1525 CENTRAL AVE","-73.751553,40.605256","4155450023",40.605256,-73.751553
